rgn_id,year,product,weight
1804,2015,corals,0.00354787850835942
1804,2015,fish_oil,0.975858040705222
1804,2015,ornamentals,0
1804,2015,seaweeds,0.0205870091763627
1804,2015,sponges,7.07161005555353e-6
1805,2015,corals,0.00354787850835942
1805,2015,fish_oil,0.975858040705222
1805,2015,ornamentals,0
1805,2015,seaweeds,0.0205870091763627
1805,2015,sponges,7.07161005555353e-6
1811,2015,corals,0.00354787850835942
1811,2015,fish_oil,0.975858040705222
1811,2015,ornamentals,0
1811,2015,seaweeds,0.0205870091763627
1811,2015,sponges,7.07161005555353e-6
1812,2015,corals,0.00354787850835942
1812,2015,fish_oil,0.975858040705222
1812,2015,ornamentals,0
1812,2015,seaweeds,0.0205870091763627
1812,2015,sponges,7.07161005555353e-6
1813,2015,corals,0.00354787850835942
1813,2015,fish_oil,0.975858040705222
1813,2015,ornamentals,0
1813,2015,seaweeds,0.0205870091763627
1813,2015,sponges,7.07161005555353e-6
1815,2015,corals,0.00354787850835942
1815,2015,fish_oil,0.975858040705222
1815,2015,ornamentals,0
1815,2015,seaweeds,0.0205870091763627
1815,2015,sponges,7.07161005555353e-6
1816,2015,corals,0.00354787850835942
1816,2015,fish_oil,0.975858040705222
1816,2015,ornamentals,0
1816,2015,seaweeds,0.0205870091763627
1816,2015,sponges,7.07161005555353e-6
1818,2015,corals,0.00354787850835942
1818,2015,fish_oil,0.975858040705222
1818,2015,ornamentals,0
1818,2015,seaweeds,0.0205870091763627
1818,2015,sponges,7.07161005555353e-6
1820,2015,corals,0.00354787850835942
1820,2015,fish_oil,0.975858040705222
1820,2015,ornamentals,0
1820,2015,seaweeds,0.0205870091763627
1820,2015,sponges,7.07161005555353e-6
1822,2015,corals,0.00354787850835942
1822,2015,fish_oil,0.975858040705222
1822,2015,ornamentals,0
1822,2015,seaweeds,0.0205870091763627
1822,2015,sponges,7.07161005555353e-6
1824,2015,corals,0.00354787850835942
1824,2015,fish_oil,0.975858040705222
1824,2015,ornamentals,0
1824,2015,seaweeds,0.0205870091763627
1824,2015,sponges,7.07161005555353e-6
1827,2015,corals,0.00354787850835942
1827,2015,fish_oil,0.975858040705222
1827,2015,ornamentals,0
1827,2015,seaweeds,0.0205870091763627
1827,2015,sponges,7.07161005555353e-6
1828,2015,corals,0.00354787850835942
1828,2015,fish_oil,0.975858040705222
1828,2015,ornamentals,0
1828,2015,seaweeds,0.0205870091763627
1828,2015,sponges,7.07161005555353e-6
1832,2015,corals,0.00354787850835942
1832,2015,fish_oil,0.975858040705222
1832,2015,ornamentals,0
1832,2015,seaweeds,0.0205870091763627
1832,2015,sponges,7.07161005555353e-6
1833,2015,corals,0.00354787850835942
1833,2015,fish_oil,0.975858040705222
1833,2015,ornamentals,0
1833,2015,seaweeds,0.0205870091763627
1833,2015,sponges,7.07161005555353e-6
1834,2015,corals,0.00354787850835942
1834,2015,fish_oil,0.975858040705222
1834,2015,ornamentals,0
1834,2015,seaweeds,0.0205870091763627
1834,2015,sponges,7.07161005555353e-6
1835,2015,corals,0.00354787850835942
1835,2015,fish_oil,0.975858040705222
1835,2015,ornamentals,0
1835,2015,seaweeds,0.0205870091763627
1835,2015,sponges,7.07161005555353e-6
1836,2015,corals,0.00354787850835942
1836,2015,fish_oil,0.975858040705222
1836,2015,ornamentals,0
1836,2015,seaweeds,0.0205870091763627
1836,2015,sponges,7.07161005555353e-6
1837,2015,corals,0.00354787850835942
1837,2015,fish_oil,0.975858040705222
1837,2015,ornamentals,0
1837,2015,seaweeds,0.0205870091763627
1837,2015,sponges,7.07161005555353e-6
1838,2015,corals,0.00354787850835942
1838,2015,fish_oil,0.975858040705222
1838,2015,ornamentals,0
1838,2015,seaweeds,0.0205870091763627
1838,2015,sponges,7.07161005555353e-6
1840,2015,corals,0.00354787850835942
1840,2015,fish_oil,0.975858040705222
1840,2015,ornamentals,0
1840,2015,seaweeds,0.0205870091763627
1840,2015,sponges,7.07161005555353e-6
1841,2015,corals,0.00354787850835942
1841,2015,fish_oil,0.975858040705222
1841,2015,ornamentals,0
1841,2015,seaweeds,0.0205870091763627
1841,2015,sponges,7.07161005555353e-6
1845,2015,corals,0.00354787850835942
1845,2015,fish_oil,0.975858040705222
1845,2015,ornamentals,0
1845,2015,seaweeds,0.0205870091763627
1845,2015,sponges,7.07161005555353e-6
1848,2015,corals,0.00354787850835942
1848,2015,fish_oil,0.975858040705222
1848,2015,ornamentals,0
1848,2015,seaweeds,0.0205870091763627
1848,2015,sponges,7.07161005555353e-6
1849,2015,corals,0.00354787850835942
1849,2015,fish_oil,0.975858040705222
1849,2015,ornamentals,0
1849,2015,seaweeds,0.0205870091763627
1849,2015,sponges,7.07161005555353e-6
1850,2015,corals,0.00354787850835942
1850,2015,fish_oil,0.975858040705222
1850,2015,ornamentals,0
1850,2015,seaweeds,0.0205870091763627
1850,2015,sponges,7.07161005555353e-6
1851,2015,corals,0.00354787850835942
1851,2015,fish_oil,0.975858040705222
1851,2015,ornamentals,0
1851,2015,seaweeds,0.0205870091763627
1851,2015,sponges,7.07161005555353e-6
1852,2015,corals,0.00354787850835942
1852,2015,fish_oil,0.975858040705222
1852,2015,ornamentals,0
1852,2015,seaweeds,0.0205870091763627
1852,2015,sponges,7.07161005555353e-6
1853,2015,corals,0.00354787850835942
1853,2015,fish_oil,0.975858040705222
1853,2015,ornamentals,0
1853,2015,seaweeds,0.0205870091763627
1853,2015,sponges,7.07161005555353e-6
1854,2015,corals,0.00354787850835942
1854,2015,fish_oil,0.975858040705222
1854,2015,ornamentals,0
1854,2015,seaweeds,0.0205870091763627
1854,2015,sponges,7.07161005555353e-6
1856,2015,corals,0.00354787850835942
1856,2015,fish_oil,0.975858040705222
1856,2015,ornamentals,0
1856,2015,seaweeds,0.0205870091763627
1856,2015,sponges,7.07161005555353e-6
1857,2015,corals,0.00354787850835942
1857,2015,fish_oil,0.975858040705222
1857,2015,ornamentals,0
1857,2015,seaweeds,0.0205870091763627
1857,2015,sponges,7.07161005555353e-6
1859,2015,corals,0.00354787850835942
1859,2015,fish_oil,0.975858040705222
1859,2015,ornamentals,0
1859,2015,seaweeds,0.0205870091763627
1859,2015,sponges,7.07161005555353e-6
1860,2015,corals,0.00354787850835942
1860,2015,fish_oil,0.975858040705222
1860,2015,ornamentals,0
1860,2015,seaweeds,0.0205870091763627
1860,2015,sponges,7.07161005555353e-6
1865,2015,corals,0.00354787850835942
1865,2015,fish_oil,0.975858040705222
1865,2015,ornamentals,0
1865,2015,seaweeds,0.0205870091763627
1865,2015,sponges,7.07161005555353e-6
1866,2015,corals,0.00354787850835942
1866,2015,fish_oil,0.975858040705222
1866,2015,ornamentals,0
1866,2015,seaweeds,0.0205870091763627
1866,2015,sponges,7.07161005555353e-6
1867,2015,corals,0.00354787850835942
1867,2015,fish_oil,0.975858040705222
1867,2015,ornamentals,0
1867,2015,seaweeds,0.0205870091763627
1867,2015,sponges,7.07161005555353e-6
1868,2015,corals,0.00354787850835942
1868,2015,fish_oil,0.975858040705222
1868,2015,ornamentals,0
1868,2015,seaweeds,0.0205870091763627
1868,2015,sponges,7.07161005555353e-6
1870,2015,corals,0.00354787850835942
1870,2015,fish_oil,0.975858040705222
1870,2015,ornamentals,0
1870,2015,seaweeds,0.0205870091763627
1870,2015,sponges,7.07161005555353e-6
1871,2015,corals,0.00354787850835942
1871,2015,fish_oil,0.975858040705222
1871,2015,ornamentals,0
1871,2015,seaweeds,0.0205870091763627
1871,2015,sponges,7.07161005555353e-6
1874,2015,corals,0.00354787850835942
1874,2015,fish_oil,0.975858040705222
1874,2015,ornamentals,0
1874,2015,seaweeds,0.0205870091763627
1874,2015,sponges,7.07161005555353e-6
1902,2015,corals,0.00354787850835942
1902,2015,fish_oil,0.975858040705222
1902,2015,ornamentals,0
1902,2015,seaweeds,0.0205870091763627
1902,2015,sponges,7.07161005555353e-6
1903,2015,corals,0.00354787850835942
1903,2015,fish_oil,0.975858040705222
1903,2015,ornamentals,0
1903,2015,seaweeds,0.0205870091763627
1903,2015,sponges,7.07161005555353e-6
1911,2015,corals,0.00354787850835942
1911,2015,fish_oil,0.975858040705222
1911,2015,ornamentals,0
1911,2015,seaweeds,0.0205870091763627
1911,2015,sponges,7.07161005555353e-6
1913,2015,corals,0.00354787850835942
1913,2015,fish_oil,0.975858040705222
1913,2015,ornamentals,0
1913,2015,seaweeds,0.0205870091763627
1913,2015,sponges,7.07161005555353e-6
1917,2015,corals,0.00354787850835942
1917,2015,fish_oil,0.975858040705222
1917,2015,ornamentals,0
1917,2015,seaweeds,0.0205870091763627
1917,2015,sponges,7.07161005555353e-6
1919,2015,corals,0.00354787850835942
1919,2015,fish_oil,0.975858040705222
1919,2015,ornamentals,0
1919,2015,seaweeds,0.0205870091763627
1919,2015,sponges,7.07161005555353e-6
1920,2015,corals,0.00354787850835942
1920,2015,fish_oil,0.975858040705222
1920,2015,ornamentals,0
1920,2015,seaweeds,0.0205870091763627
1920,2015,sponges,7.07161005555353e-6
1923,2015,corals,0.00354787850835942
1923,2015,fish_oil,0.975858040705222
1923,2015,ornamentals,0
1923,2015,seaweeds,0.0205870091763627
1923,2015,sponges,7.07161005555353e-6
1924,2015,corals,0.00354787850835942
1924,2015,fish_oil,0.975858040705222
1924,2015,ornamentals,0
1924,2015,seaweeds,0.0205870091763627
1924,2015,sponges,7.07161005555353e-6
1925,2015,corals,0.00354787850835942
1925,2015,fish_oil,0.975858040705222
1925,2015,ornamentals,0
1925,2015,seaweeds,0.0205870091763627
1925,2015,sponges,7.07161005555353e-6
1926,2015,corals,0.00354787850835942
1926,2015,fish_oil,0.975858040705222
1926,2015,ornamentals,0
1926,2015,seaweeds,0.0205870091763627
1926,2015,sponges,7.07161005555353e-6
1927,2015,corals,0.00354787850835942
1927,2015,fish_oil,0.975858040705222
1927,2015,ornamentals,0
1927,2015,seaweeds,0.0205870091763627
1927,2015,sponges,7.07161005555353e-6
1928,2015,corals,0.00354787850835942
1928,2015,fish_oil,0.975858040705222
1928,2015,ornamentals,0
1928,2015,seaweeds,0.0205870091763627
1928,2015,sponges,7.07161005555353e-6
1929,2015,corals,0.00354787850835942
1929,2015,fish_oil,0.975858040705222
1929,2015,ornamentals,0
1929,2015,seaweeds,0.0205870091763627
1929,2015,sponges,7.07161005555353e-6
1931,2015,corals,0.00354787850835942
1931,2015,fish_oil,0.975858040705222
1931,2015,ornamentals,0
1931,2015,seaweeds,0.0205870091763627
1931,2015,sponges,7.07161005555353e-6
1933,2015,corals,0.00354787850835942
1933,2015,fish_oil,0.975858040705222
1933,2015,ornamentals,0
1933,2015,seaweeds,0.0205870091763627
1933,2015,sponges,7.07161005555353e-6
1936,2015,corals,0.00354787850835942
1936,2015,fish_oil,0.975858040705222
1936,2015,ornamentals,0
1936,2015,seaweeds,0.0205870091763627
1936,2015,sponges,7.07161005555353e-6
1938,2015,corals,0.00354787850835942
1938,2015,fish_oil,0.975858040705222
1938,2015,ornamentals,0
1938,2015,seaweeds,0.0205870091763627
1938,2015,sponges,7.07161005555353e-6
1939,2015,corals,0.00354787850835942
1939,2015,fish_oil,0.975858040705222
1939,2015,ornamentals,0
1939,2015,seaweeds,0.0205870091763627
1939,2015,sponges,7.07161005555353e-6
1940,2015,corals,0.00354787850835942
1940,2015,fish_oil,0.975858040705222
1940,2015,ornamentals,0
1940,2015,seaweeds,0.0205870091763627
1940,2015,sponges,7.07161005555353e-6
1941,2015,corals,0.00354787850835942
1941,2015,fish_oil,0.975858040705222
1941,2015,ornamentals,0
1941,2015,seaweeds,0.0205870091763627
1941,2015,sponges,7.07161005555353e-6
1942,2015,corals,0.00354787850835942
1942,2015,fish_oil,0.975858040705222
1942,2015,ornamentals,0
1942,2015,seaweeds,0.0205870091763627
1942,2015,sponges,7.07161005555353e-6
1943,2015,corals,0.00354787850835942
1943,2015,fish_oil,0.975858040705222
1943,2015,ornamentals,0
1943,2015,seaweeds,0.0205870091763627
1943,2015,sponges,7.07161005555353e-6
2002,2015,corals,0.00354787850835942
2002,2015,fish_oil,0.975858040705222
2002,2015,ornamentals,0
2002,2015,seaweeds,0.0205870091763627
2002,2015,sponges,7.07161005555353e-6
2003,2015,corals,0.00354787850835942
2003,2015,fish_oil,0.975858040705222
2003,2015,ornamentals,0
2003,2015,seaweeds,0.0205870091763627
2003,2015,sponges,7.07161005555353e-6
2004,2015,corals,0.00354787850835942
2004,2015,fish_oil,0.975858040705222
2004,2015,ornamentals,0
2004,2015,seaweeds,0.0205870091763627
2004,2015,sponges,7.07161005555353e-6
2012,2015,corals,0.00354787850835942
2012,2015,fish_oil,0.975858040705222
2012,2015,ornamentals,0
2012,2015,seaweeds,0.0205870091763627
2012,2015,sponges,7.07161005555353e-6
2014,2015,corals,0.00354787850835942
2014,2015,fish_oil,0.975858040705222
2014,2015,ornamentals,0
2014,2015,seaweeds,0.0205870091763627
2014,2015,sponges,7.07161005555353e-6
2015,2015,corals,0.00354787850835942
2015,2015,fish_oil,0.975858040705222
2015,2015,ornamentals,0
2015,2015,seaweeds,0.0205870091763627
2015,2015,sponges,7.07161005555353e-6
2017,2015,corals,0.00354787850835942
2017,2015,fish_oil,0.975858040705222
2017,2015,ornamentals,0
2017,2015,seaweeds,0.0205870091763627
2017,2015,sponges,7.07161005555353e-6
2018,2015,corals,0.00354787850835942
2018,2015,fish_oil,0.975858040705222
2018,2015,ornamentals,0
2018,2015,seaweeds,0.0205870091763627
2018,2015,sponges,7.07161005555353e-6
2019,2015,corals,0.00354787850835942
2019,2015,fish_oil,0.975858040705222
2019,2015,ornamentals,0
2019,2015,seaweeds,0.0205870091763627
2019,2015,sponges,7.07161005555353e-6
2020,2015,corals,0.00354787850835942
2020,2015,fish_oil,0.975858040705222
2020,2015,ornamentals,0
2020,2015,seaweeds,0.0205870091763627
2020,2015,sponges,7.07161005555353e-6
2022,2015,corals,0.00354787850835942
2022,2015,fish_oil,0.975858040705222
2022,2015,ornamentals,0
2022,2015,seaweeds,0.0205870091763627
2022,2015,sponges,7.07161005555353e-6
2023,2015,corals,0.00354787850835942
2023,2015,fish_oil,0.975858040705222
2023,2015,ornamentals,0
2023,2015,seaweeds,0.0205870091763627
2023,2015,sponges,7.07161005555353e-6
2024,2015,corals,0.00354787850835942
2024,2015,fish_oil,0.975858040705222
2024,2015,ornamentals,0
2024,2015,seaweeds,0.0205870091763627
2024,2015,sponges,7.07161005555353e-6
2025,2015,corals,0.00354787850835942
2025,2015,fish_oil,0.975858040705222
2025,2015,ornamentals,0
2025,2015,seaweeds,0.0205870091763627
2025,2015,sponges,7.07161005555353e-6
2027,2015,corals,0.00354787850835942
2027,2015,fish_oil,0.975858040705222
2027,2015,ornamentals,0
2027,2015,seaweeds,0.0205870091763627
2027,2015,sponges,7.07161005555353e-6
2028,2015,corals,0.00354787850835942
2028,2015,fish_oil,0.975858040705222
2028,2015,ornamentals,0
2028,2015,seaweeds,0.0205870091763627
2028,2015,sponges,7.07161005555353e-6
2030,2015,corals,0.00354787850835942
2030,2015,fish_oil,0.975858040705222
2030,2015,ornamentals,0
2030,2015,seaweeds,0.0205870091763627
2030,2015,sponges,7.07161005555353e-6
